<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
QIWI;D;20140428;000000;980.1000000;1.049.3000000;980.0000000;1.043.9000000;205
QIWI;D;20140429;000000;1.051.0000000;1.074.0000000;1.006.0000000;1.049.9000000;18
QIWI;D;20140430;000000;1.049.8000000;1.049.9000000;1.011.2000000;1.039.6000000;15
QIWI;D;20140502;000000;1.011.4000000;1.060.0000000;1.011.4000000;1.053.6000000;49
QIWI;D;20140505;000000;1.088.6000000;1.088.6000000;1.040.1000000;1.040.1000000;25
QIWI;D;20140506;000000;1.074.6000000;1.080.0000000;1.041.0000000;1.060.0000000;33
QIWI;D;20140507;000000;1.063.7000000;1.089.0000000;1.045.9000000;1.071.0000000;381
QIWI;D;20140508;000000;1.059.9000000;1.139.9000000;1.049.9000000;1.132.5000000;968
QIWI;D;20140512;000000;1.110.0000000;1.132.3000000;1.100.4000000;1.101.8000000;189
QIWI;D;20140513;000000;1.135.0000000;1.188.0000000;1.130.0000000;1.177.0000000;2.279
QIWI;D;20140514;000000;1.159.9000000;1.180.0000000;1.140.0000000;1.155.0000000;889
QIWI;D;20140515;000000;1.160.0000000;1.160.0000000;1.132.8000000;1.149.9000000;30
QIWI;D;20140516;000000;1.160.0000000;1.195.0000000;1.140.0000000;1.175.0000000;52
QIWI;D;20140519;000000;1.180.1000000;1.200.0000000;1.160.0000000;1.190.0000000;1.121
QIWI;D;20140520;000000;1.189.9000000;1.219.7000000;1.175.0000000;1.219.7000000;433
QIWI;D;20140521;000000;1.219.9000000;1.399.8000000;1.202.1000000;1.398.5000000;2.886
QIWI;D;20140522;000000;1.425.0000000;1.550.0000000;1.401.1000000;1.501.1000000;1.330
QIWI;D;20140523;000000;1.525.1000000;1.575.0000000;1.304.7000000;1.500.0000000;280
QIWI;D;20140526;000000;1.475.1000000;1.490.0000000;1.475.0000000;1.475.1000000;160
QIWI;D;20140527;000000;1.450.1000000;1.599.0000000;1.450.0000000;1.550.5000000;657
QIWI;D;20140528;000000;1.779.8000000;1.779.9000000;1.404.1000000;1.536.2000000;229
QIWI;D;20140529;000000;1.465.3000000;1.550.0000000;1.465.3000000;1.500.0000000;1.013
QIWI;D;20140530;000000;1.530.0000000;1.555.0000000;1.525.2000000;1.525.2000000;178
QIWI;D;20140602;000000;1.489.9000000;1.489.9000000;1.457.2000000;1.474.4000000;347
QIWI;D;20140603;000000;1.457.3000000;1.523.9000000;1.450.2000000;1.510.0000000;32
QIWI;D;20140604;000000;1.480.8000000;1.519.5000000;1.470.0000000;1.499.5000000;193
QIWI;D;20140605;000000;1.531.0000000;1.558.3000000;1.508.3000000;1.508.3000000;261
QIWI;D;20140606;000000;1.559.2000000;1.574.2000000;1.450.5000000;1.574.1000000;73
QIWI;D;20140609;000000;1.460.5000000;1.645.0000000;1.460.5000000;1.600.0000000;298
QIWI;D;20140610;000000;1.612.5000000;1.635.0000000;1.475.9000000;1.529.8000000;136
QIWI;D;20140611;000000;1.499.9000000;1.530.0000000;1.475.0000000;1.530.0000000;335
QIWI;D;20140616;000000;1.523.0000000;1.533.0000000;1.500.0000000;1.500.0000000;560
QIWI;D;20140617;000000;1.439.9000000;1.470.0000000;1.439.9000000;1.444.9000000;713
QIWI;D;20140618;000000;1.410.0000000;1.439.9000000;1.380.1000000;1.395.0000000;968
QIWI;D;20140619;000000;1.390.0000000;1.395.0000000;1.375.7000000;1.380.0000000;105
QIWI;D;20140620;000000;1.370.0000000;1.443.0000000;1.370.0000000;1.382.5000000;1.258
QIWI;D;20140623;000000;1.385.0000000;1.390.0000000;1.344.0000000;1.345.0000000;795
QIWI;D;20140624;000000;1.335.0000000;1.376.5000000;1.330.0000000;1.359.9000000;344
QIWI;D;20140625;000000;1.370.0000000;1.380.0000000;1.370.0000000;1.380.0000000;221
QIWI;D;20140626;000000;1.374.9000000;1.377.0000000;1.361.0000000;1.377.0000000;175
QIWI;D;20140627;000000;1.389.9000000;1.390.0000000;1.370.0000000;1.386.6000000;29
QIWI;D;20140630;000000;1.397.9000000;1.397.9000000;1.345.3000000;1.370.0000000;1.064
QIWI;D;20140701;000000;1.399.4000000;1.400.0000000;1.375.2000000;1.375.2000000;64
QIWI;D;20140702;000000;1.375.2000000;1.394.6000000;1.370.9000000;1.393.9000000;8
QIWI;D;20140703;000000;1.372.1000000;1.399.9000000;1.371.1000000;1.375.0000000;68
QIWI;D;20140704;000000;1.410.0000000;1.445.0000000;1.380.6000000;1.439.4000000;984
QIWI;D;20140707;000000;1.425.2000000;1.450.0000000;1.423.2000000;1.430.0000000;93
QIWI;D;20140708;000000;1.394.9000000;1.443.9000000;1.370.0000000;1.380.0000000;235
QIWI;D;20140709;000000;1.359.9000000;1.378.0000000;1.350.5000000;1.364.6000000;443
QIWI;D;20140710;000000;1.391.8000000;1.397.0000000;1.360.0000000;1.383.0000000;203
QIWI;D;20140711;000000;1.382.1000000;1.404.4000000;1.380.1000000;1.404.4000000;108
QIWI;D;20140714;000000;1.415.0000000;1.460.0000000;1.415.0000000;1.431.2000000;1.856
QIWI;D;20140715;000000;1.475.0000000;1.547.4000000;1.451.3000000;1.510.0000000;2.093
QIWI;D;20140716;000000;1.510.0000000;1.540.4000000;1.499.4000000;1.523.0000000;70
QIWI;D;20140717;000000;1.548.0000000;1.580.0000000;1.500.0000000;1.531.2000000;567
QIWI;D;20140718;000000;1.450.0000000;1.499.9000000;1.360.6000000;1.439.8000000;1.305
QIWI;D;20140721;000000;1.415.0000000;1.420.0000000;1.388.4000000;1.399.9000000;140
QIWI;D;20140722;000000;1.449.0000000;1.449.0000000;1.300.1000000;1.370.0000000;1.334
QIWI;D;20140723;000000;1.387.0000000;1.399.6000000;1.382.0000000;1.382.0000000;190
QIWI;D;20140724;000000;1.307.8000000;1.383.0000000;1.307.8000000;1.383.0000000;230
QIWI;D;20140725;000000;1.398.8000000;1.398.8000000;1.315.0000000;1.330.0000000;892
QIWI;D;20140728;000000;1.330.8000000;1.345.0000000;1.313.1000000;1.315.0000000;292
QIWI;D;20140729;000000;1.320.0000000;1.367.0000000;1.320.0000000;1.348.4000000;531
QIWI;D;20140730;000000;1.329.1000000;1.381.9000000;1.329.1000000;1.381.9000000;111
QIWI;D;20140731;000000;1.399.9000000;1.419.0000000;1.337.0000000;1.360.0000000;73
QIWI;D;20140801;000000;1.321.3000000;1.349.9000000;1.205.1000000;1.310.0000000;83
QIWI;D;20140804;000000;1.300.1000000;1.348.9000000;1.300.1000000;1.348.7000000;9
QIWI;D;20140805;000000;1.295.6000000;1.395.3000000;1.295.6000000;1.390.5000000;460
QIWI;D;20140806;000000;1.392.2000000;1.414.9000000;1.182.0000000;1.399.9000000;467
QIWI;D;20140807;000000;1.400.0000000;1.420.0000000;1.325.0000000;1.420.0000000;1.050
QIWI;D;20140808;000000;1.325.0000000;1.384.9000000;1.275.0000000;1.323.9000000;1.340
QIWI;D;20140811;000000;1.280.0000000;1.396.0000000;1.280.0000000;1.320.0000000;736
QIWI;D;20140812;000000;1.315.0000000;1.331.0000000;1.315.0000000;1.320.0000000;204
QIWI;D;20140813;000000;1.315.0000000;1.338.0000000;1.310.0000000;1.338.0000000;200
QIWI;D;20140814;000000;1.315.0000000;1.329.9000000;1.270.2000000;1.308.4000000;52
QIWI;D;20140815;000000;1.295.9000000;1.345.1000000;1.295.8000000;1.345.1000000;667
QIWI;D;20140818;000000;1.330.1000000;1.400.0000000;1.330.1000000;1.385.0000000;577
QIWI;D;20140819;000000;1.390.0000000;1.420.0000000;1.380.0000000;1.420.0000000;363
QIWI;D;20140820;000000;1.410.0000000;1.422.5000000;1.400.0000000;1.422.5000000;29
QIWI;D;20140821;000000;1.410.0000000;1.422.4000000;1.377.0000000;1.422.4000000;241
QIWI;D;20140822;000000;1.430.0000000;1.430.0000000;1.377.1000000;1.399.9000000;262
QIWI;D;20140825;000000;1.398.0000000;1.408.0000000;1.383.1000000;1.407.5000000;46
QIWI;D;20140826;000000;1.430.0000000;1.430.0000000;1.430.0000000;1.430.0000000;1
QIWI;D;20140827;000000;1.454.9000000;1.464.5000000;1.415.0000000;1.454.5000000;77
QIWI;D;20140828;000000;1.455.2000000;1.480.0000000;1.445.0000000;1.445.0000000;1.210
QIWI;D;20140829;000000;1.410.0000000;1.450.0000000;1.400.0000000;1.449.6000000;495
QIWI;D;20140901;000000;1.400.1000000;1.440.0000000;1.351.1000000;1.440.0000000;157
QIWI;D;20140902;000000;1.400.0000000;1.439.0000000;1.400.0000000;1.410.0000000;414
QIWI;D;20140903;000000;1.396.9000000;1.437.4000000;1.377.5000000;1.437.4000000;669
QIWI;D;20140904;000000;1.370.0000000;1.375.8000000;1.365.4000000;1.375.0000000;713
QIWI;D;20140905;000000;1.370.0000000;1.424.9000000;1.370.0000000;1.405.1000000;604
QIWI;D;20140908;000000;1.445.0000000;1.468.9000000;1.400.2000000;1.465.7000000;1.087
QIWI;D;20140909;000000;1.430.0000000;1.430.0000000;1.375.0000000;1.375.0000000;3.040
QIWI;D;20140910;000000;1.349.7000000;1.389.9000000;1.339.9000000;1.389.9000000;1.474
QIWI;D;20140911;000000;1.300.9000000;1.400.0000000;1.300.9000000;1.400.0000000;680
QIWI;D;20140912;000000;1.365.0000000;1.379.5000000;1.355.0000000;1.379.5000000;208
QIWI;D;20140915;000000;1.365.0000000;1.374.9000000;1.343.7000000;1.343.7000000;480
QIWI;D;20140916;000000;1.334.9000000;1.396.0000000;1.324.5000000;1.396.0000000;850
QIWI;D;20140917;000000;1.350.0000000;1.375.1000000;1.282.5000000;1.343.0000000;172
QIWI;D;20140918;000000;1.322.3000000;1.399.0000000;1.322.3000000;1.399.0000000;735
QIWI;D;20140919;000000;1.339.9000000;1.339.9000000;1.311.8000000;1.320.0000000;669
QIWI;D;20140922;000000;1.306.0000000;1.306.0000000;1.285.0000000;1.285.0000000;174
QIWI;D;20140923;000000;1.270.0000000;1.300.0000000;1.260.0000000;1.264.0000000;463
QIWI;D;20140924;000000;1.244.5000000;1.244.5000000;1.236.0000000;1.237.2000000;1.371
QIWI;D;20140925;000000;1.244.9000000;1.364.9000000;1.235.0000000;1.364.9000000;285
QIWI;D;20140926;000000;1.324.0000000;1.324.0000000;1.240.0000000;1.250.5000000;654
QIWI;D;20140929;000000;1.287.0000000;1.295.0000000;1.251.6000000;1.251.6000000;301
QIWI;D;20140930;000000;1.295.0000000;1.312.0000000;1.260.4000000;1.260.9000000;1.130
QIWI;D;20141001;000000;1.265.0000000;1.265.0000000;1.240.0000000;1.255.0000000;433
QIWI;D;20141002;000000;1.225.0000000;1.340.0000000;1.190.0000000;1.340.0000000;1.722
QIWI;D;20141003;000000;1.235.0000000;1.240.0000000;1.200.0000000;1.225.0000000;1.925
QIWI;D;20141006;000000;1.225.0000000;1.250.0000000;1.215.0000000;1.220.0000000;225
QIWI;D;20141007;000000;1.215.0000000;1.240.0000000;1.195.0000000;1.215.0000000;782
QIWI;D;20141008;000000;1.195.0000000;1.200.0000000;1.175.0000000;1.200.0000000;166
QIWI;D;20141009;000000;1.195.0000000;1.205.0000000;1.160.0000000;1.170.0000000;925
QIWI;D;20141010;000000;1.165.0000000;1.170.0000000;1.135.0000000;1.140.0000000;417
QIWI;D;20141013;000000;1.175.0000000;1.175.0000000;1.100.0000000;1.105.0000000;633
QIWI;D;20141014;000000;1.095.0000000;1.150.0000000;1.095.0000000;1.150.0000000;1.986
QIWI;D;20141015;000000;1.180.0000000;1.180.0000000;1.130.0000000;1.140.0000000;2.407
QIWI;D;20141016;000000;1.165.0000000;1.165.0000000;1.140.0000000;1.160.0000000;1.160
QIWI;D;20141017;000000;1.190.0000000;1.240.0000000;1.185.0000000;1.230.0000000;4.604
QIWI;D;20141020;000000;1.220.0000000;1.225.0000000;1.200.0000000;1.200.0000000;724
QIWI;D;20141021;000000;1.200.0000000;1.240.0000000;1.200.0000000;1.240.0000000;997
QIWI;D;20141022;000000;1.235.0000000;1.265.0000000;1.215.0000000;1.260.0000000;709
QIWI;D;20141023;000000;1.245.0000000;1.285.0000000;1.245.0000000;1.275.0000000;566
QIWI;D;20141024;000000;1.265.0000000;1.290.0000000;1.105.0000000;1.125.0000000;5.258
QIWI;D;20141027;000000;1.135.0000000;1.220.0000000;1.125.0000000;1.200.0000000;5.235
QIWI;D;20141028;000000;1.180.0000000;1.250.0000000;1.170.0000000;1.235.0000000;1.973
QIWI;D;20141029;000000;1.235.0000000;1.270.0000000;1.235.0000000;1.235.0000000;573
QIWI;D;20141030;000000;1.255.0000000;1.270.0000000;1.225.0000000;1.260.0000000;2.433
QIWI;D;20141031;000000;1.285.0000000;1.390.0000000;1.150.0000000;1.350.0000000;1.799
QIWI;D;20141103;000000;1.330.0000000;1.445.0000000;1.330.0000000;1.380.0000000;194
QIWI;D;20141105;000000;1.370.0000000;1.450.0000000;1.325.0000000;1.400.0000000;1.611
QIWI;D;20141106;000000;1.400.0000000;1.440.0000000;1.400.0000000;1.425.0000000;627
QIWI;D;20141107;000000;1.445.0000000;1.450.0000000;1.350.0000000;1.400.0000000;248
QIWI;D;20141110;000000;1.340.0000000;1.395.0000000;1.270.0000000;1.340.0000000;126
QIWI;D;20141111;000000;1.325.0000000;1.515.0000000;1.325.0000000;1.475.0000000;2.038
QIWI;D;20141112;000000;1.520.0000000;1.520.0000000;1.325.0000000;1.375.0000000;946
QIWI;D;20141113;000000;1.375.0000000;1.410.0000000;1.370.0000000;1.400.0000000;885
QIWI;D;20141114;000000;1.400.0000000;1.400.0000000;1.370.0000000;1.395.0000000;81
QIWI;D;20141117;000000;1.415.0000000;1.440.0000000;1.390.0000000;1.405.0000000;144
QIWI;D;20141118;000000;1.365.0000000;1.385.0000000;1.350.0000000;1.350.0000000;61
QIWI;D;20141119;000000;1.340.0000000;1.370.0000000;1.340.0000000;1.370.0000000;23
QIWI;D;20141120;000000;1.390.0000000;1.390.0000000;1.325.0000000;1.365.0000000;1.754
QIWI;D;20141121;000000;1.345.0000000;1.345.0000000;1.315.0000000;1.345.0000000;44
QIWI;D;20141124;000000;1.360.0000000;1.375.0000000;1.310.0000000;1.330.0000000;85
QIWI;D;20141125;000000;1.370.0000000;1.380.0000000;1.315.0000000;1.320.0000000;136
QIWI;D;20141126;000000;1.315.0000000;1.325.0000000;1.315.0000000;1.315.0000000;188
QIWI;D;20141127;000000;1.340.0000000;1.355.0000000;1.340.0000000;1.355.0000000;108
QIWI;D;20141128;000000;1.340.0000000;1.425.0000000;1.340.0000000;1.390.0000000;592
