<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
FIVE;D;20180727;000000;1.748.0000000;1.765.0000000;1.706.0000000;1.727.5000000;63.737
FIVE;D;20180730;000000;1.714.5000000;1.728.0000000;1.684.0000000;1.728.0000000;78.152
FIVE;D;20180731;000000;1.703.0000000;1.706.5000000;1.670.0000000;1.680.0000000;113.468
FIVE;D;20180801;000000;1.683.5000000;1.731.0000000;1.680.0000000;1.731.0000000;89.514
FIVE;D;20180802;000000;1.727.0000000;1.727.0000000;1.700.0000000;1.700.0000000;47.919
FIVE;D;20180803;000000;1.695.0000000;1.710.0000000;1.660.0000000;1.682.5000000;116.340
FIVE;D;20180806;000000;1.683.5000000;1.715.5000000;1.666.5000000;1.707.0000000;64.677
FIVE;D;20180807;000000;1.686.5000000;1.725.0000000;1.685.0000000;1.710.0000000;76.686
FIVE;D;20180808;000000;1.700.0000000;1.719.0000000;1.661.0000000;1.719.0000000;116.952
FIVE;D;20180809;000000;1.715.0000000;1.727.0000000;1.645.5000000;1.672.0000000;182.819
FIVE;D;20180810;000000;1.666.0000000;1.670.5000000;1.582.0000000;1.617.0000000;194.131
FIVE;D;20180813;000000;1.605.0000000;1.624.0000000;1.551.0000000;1.624.0000000;345.761
FIVE;D;20180814;000000;1.624.0000000;1.682.5000000;1.578.0000000;1.583.0000000;336.319
FIVE;D;20180815;000000;1.579.0000000;1.599.0000000;1.531.0000000;1.577.0000000;226.625
FIVE;D;20180816;000000;1.570.0000000;1.583.0000000;1.531.0000000;1.540.5000000;166.134
FIVE;D;20180817;000000;1.541.0000000;1.595.0000000;1.537.5000000;1.571.0000000;151.964
FIVE;D;20180820;000000;1.576.0000000;1.606.0000000;1.564.0000000;1.590.5000000;59.048
FIVE;D;20180821;000000;1.603.0000000;1.612.0000000;1.581.0000000;1.607.0000000;95.190
FIVE;D;20180822;000000;1.609.5000000;1.611.5000000;1.579.0000000;1.608.0000000;95.561
FIVE;D;20180823;000000;1.600.0000000;1.624.5000000;1.556.0000000;1.556.0000000;114.310
FIVE;D;20180824;000000;1.565.5000000;1.584.0000000;1.542.0000000;1.575.0000000;95.405
FIVE;D;20180827;000000;1.568.0000000;1.581.0000000;1.550.0000000;1.580.0000000;25.453
FIVE;D;20180828;000000;1.579.5000000;1.579.5000000;1.523.5000000;1.532.0000000;206.341
FIVE;D;20180829;000000;1.536.0000000;1.554.5000000;1.523.0000000;1.540.5000000;107.670
FIVE;D;20180830;000000;1.550.0000000;1.562.0000000;1.520.0000000;1.529.5000000;103.717
FIVE;D;20180831;000000;1.520.5000000;1.590.0000000;1.510.5000000;1.590.0000000;244.976
FIVE;D;20180903;000000;1.580.0000000;1.588.0000000;1.555.0000000;1.572.0000000;54.724
FIVE;D;20180904;000000;1.572.0000000;1.588.0000000;1.567.0000000;1.576.0000000;67.242
FIVE;D;20180905;000000;1.566.0000000;1.582.5000000;1.545.0000000;1.545.0000000;54.034
FIVE;D;20180906;000000;1.550.0000000;1.570.0000000;1.529.0000000;1.558.5000000;54.183
FIVE;D;20180907;000000;1.568.0000000;1.575.0000000;1.548.0000000;1.563.0000000;32.126
FIVE;D;20180910;000000;1.576.5000000;1.585.0000000;1.553.5000000;1.569.5000000;36.194
FIVE;D;20180911;000000;1.552.0000000;1.557.5000000;1.489.0000000;1.512.0000000;168.296
FIVE;D;20180912;000000;1.515.5000000;1.516.0000000;1.446.0000000;1.474.5000000;130.974
FIVE;D;20180913;000000;1.486.5000000;1.544.0000000;1.470.5000000;1.540.0000000;171.277
FIVE;D;20180914;000000;1.515.5000000;1.595.0000000;1.510.0000000;1.595.0000000;155.752
FIVE;D;20180917;000000;1.595.5000000;1.645.0000000;1.595.0000000;1.645.0000000;92.469
FIVE;D;20180918;000000;1.640.0000000;1.665.5000000;1.605.5000000;1.638.0000000;86.014
FIVE;D;20180919;000000;1.622.0000000;1.659.5000000;1.606.5000000;1.625.0000000;86.742
FIVE;D;20180920;000000;1.638.0000000;1.713.0000000;1.634.5000000;1.671.0000000;320.462
FIVE;D;20180921;000000;1.668.0000000;1.692.5000000;1.649.5000000;1.685.0000000;273.134
FIVE;D;20180924;000000;1.685.0000000;1.701.0000000;1.610.0000000;1.616.5000000;66.035
FIVE;D;20180925;000000;1.616.5000000;1.640.0000000;1.615.0000000;1.630.5000000;55.346
FIVE;D;20180926;000000;1.625.0000000;1.632.0000000;1.573.0000000;1.573.0000000;73.434
FIVE;D;20180927;000000;1.573.0000000;1.581.5000000;1.426.5000000;1.515.5000000;338.345
FIVE;D;20180928;000000;1.500.0000000;1.510.0000000;1.475.0000000;1.481.5000000;101.555
FIVE;D;20181001;000000;1.489.5000000;1.493.0000000;1.430.5000000;1.437.0000000;155.238
FIVE;D;20181002;000000;1.447.0000000;1.459.0000000;1.400.0000000;1.412.0000000;112.176
FIVE;D;20181003;000000;1.416.0000000;1.431.0000000;1.399.0000000;1.411.0000000;83.158
FIVE;D;20181004;000000;1.411.5000000;1.446.5000000;1.402.5000000;1.424.0000000;96.327
FIVE;D;20181005;000000;1.420.0000000;1.429.5000000;1.388.5000000;1.390.0000000;92.460
FIVE;D;20181008;000000;1.402.5000000;1.412.0000000;1.377.0000000;1.378.0000000;83.587
FIVE;D;20181009;000000;1.393.0000000;1.397.0000000;1.337.5000000;1.353.0000000;108.725
FIVE;D;20181010;000000;1.350.0000000;1.373.5000000;1.317.5000000;1.319.0000000;130.129
FIVE;D;20181011;000000;1.300.0000000;1.320.0000000;1.277.5000000;1.287.0000000;215.788
FIVE;D;20181012;000000;1.294.5000000;1.382.0000000;1.294.5000000;1.382.0000000;123.059
FIVE;D;20181015;000000;1.381.0000000;1.397.0000000;1.346.5000000;1.362.0000000;115.845
FIVE;D;20181016;000000;1.365.5000000;1.386.5000000;1.352.0000000;1.373.5000000;94.841
FIVE;D;20181017;000000;1.374.0000000;1.459.5000000;1.374.0000000;1.442.0000000;159.804
FIVE;D;20181018;000000;1.462.0000000;1.462.5000000;1.402.5000000;1.420.5000000;132.337
FIVE;D;20181019;000000;1.430.5000000;1.449.0000000;1.399.0000000;1.434.5000000;128.691
FIVE;D;20181022;000000;1.444.5000000;1.474.5000000;1.427.0000000;1.442.0000000;78.292
FIVE;D;20181023;000000;1.442.0000000;1.458.0000000;1.410.0000000;1.442.5000000;76.075
FIVE;D;20181024;000000;1.444.0000000;1.574.0000000;1.444.0000000;1.532.0000000;345.233
FIVE;D;20181025;000000;1.529.5000000;1.594.5000000;1.496.0000000;1.555.0000000;142.011
FIVE;D;20181026;000000;1.540.0000000;1.540.0000000;1.496.0000000;1.530.0000000;84.125
FIVE;D;20181029;000000;1.538.5000000;1.568.0000000;1.473.0000000;1.534.0000000;49.639
FIVE;D;20181030;000000;1.531.0000000;1.570.0000000;1.500.0000000;1.562.5000000;72.031
